Variant,Kind,Signature,Total_s,PeakRss_MB,RunsSucceeded,vs_Default,SemanticPreserve
sample_0066,sample,"r0=0,1,2;r1=0,1,2;r2=0,2,1;r3=0,1,2;r4=1,2,3,0;r5=1,2,4,3,0;r6=1,2,0;r7=2,3,0,1,4;r8=0,1,2",14.709485178,4399.56,3,1.649670,match
sample_0067,sample,"r0=1,2,0;r1=1,2,0;r2=0,2,1;r3=1,2,0;r4=1,2,0,3;r5=0,2,4,3,1;r6=0,1,2;r7=2,3,4,1,0;r8=1,2,0",TIMEOUT,139265.22,0,N/A,TIMEOUT
sample_0068,sample,"r0=0,1,2;r1=0,1,2;r2=0,2,1;r3=0,1,2;r4=0,2,1,3;r5=2,4,3,1,0;r6=1,2,0;r7=1,4,2,3,0;r8=0,2,1",18.004875156,5727.23,3,2.019249,match
sample_0069,sample,"r0=0,1,2;r1=1,2,0;r2=0,1,2;r3=0,1,2;r4=1,2,3,0;r5=0,2,3,1,4;r6=0,2,1;r7=2,4,0,1,3;r8=1,2,0",TIMEOUT,139766.91,0,N/A,TIMEOUT
sample_0070,sample,"r0=1,2,0;r1=1,2,0;r2=0,2,1;r3=1,2,0;r4=1,3,2,0;r5=3,4,2,0,1;r6=1,2,0;r7=1,4,2,0,3;r8=0,2,1",134.489016402,41571.36,3,15.082957,match
sample_0071,sample,"r0=1,2,0;r1=0,2,1;r2=0,1,2;r3=1,2,0;r4=1,2,3,0;r5=1,2,0,3,4;r6=0,1,2;r7=2,3,4,0,1;r8=0,2,1",18.166110421,8486.41,3,2.037331,match
sample_0072,sample,"r0=1,2,0;r1=0,2,1;r2=1,2,0;r3=0,1,2;r4=0,3,1,2;r5=2,3,0,1,4;r6=0,1,2;r7=2,4,1,3,0;r8=0,2,1",16.686932630,8514.63,3,1.871441,match
sample_0073,sample,"r0=0,1,2;r1=0,2,1;r2=0,2,1;r3=1,2,0;r4=1,3,0,2;r5=0,2,1,3,4;r6=0,1,2;r7=0,3,2,4,1;r8=0,1,2",14.961917615,4259.70,3,1.677981,match
sample_0074,sample,"r0=0,2,1;r1=1,2,0;r2=0,1,2;r3=0,1,2;r4=0,1,3,2;r5=1,2,4,3,0;r6=0,2,1;r7=1,2,3,4,0;r8=1,2,0",586.920213305,141681.35,3,65.823164,match
sample_0075,sample,"r0=0,2,1;r1=0,2,1;r2=0,1,2;r3=0,1,2;r4=1,2,0,3;r5=1,2,4,0,3;r6=1,2,0;r7=2,4,1,0,3;r8=0,1,2",8.737102026,4444.00,3,0.979867,match
sample_0076,sample,"r0=1,2,0;r1=0,2,1;r2=0,2,1;r3=0,1,2;r4=0,3,2,1;r5=1,2,0,4,3;r6=0,2,1;r7=1,3,2,0,4;r8=1,2,0",514.155783031,142556.31,3,57.662626,match
sample_0077,sample,"r0=1,2,0;r1=1,2,0;r2=1,2,0;r3=0,1,2;r4=1,2,3,0;r5=0,2,4,3,1;r6=0,2,1;r7=1,3,2,4,0;r8=0,2,1",128.067160599,41270.53,3,14.362746,match
sample_0078,sample,"r0=0,1,2;r1=0,2,1;r2=0,2,1;r3=1,2,0;r4=2,3,1,0;r5=0,2,3,4,1;r6=0,2,1;r7=0,3,2,1,4;r8=1,2,0",520.023444840,140249.72,3,58.320685,match
sample_0079,sample,"r0=1,2,0;r1=0,1,2;r2=0,2,1;r3=0,1,2;r4=0,1,3,2;r5=2,4,0,1,3;r6=0,2,1;r7=0,3,2,1,4;r8=0,2,1",22.659579666,8509.31,3,2.541274,match
sample_0080,sample,"r0=0,1,2;r1=0,1,2;r2=0,2,1;r3=1,2,0;r4=0,3,2,1;r5=0,2,4,1,3;r6=0,2,1;r7=1,2,3,0,4;r8=0,2,1",19.054833048,5668.54,3,2.137002,match
sample_0081,sample,"r0=0,2,1;r1=0,2,1;r2=0,2,1;r3=1,2,0;r4=0,1,3,2;r5=2,3,0,4,1;r6=0,1,2;r7=2,4,3,1,0;r8=1,2,0",515.563196974,139696.55,3,57.820467,match
sample_0082,sample,"r0=0,1,2;r1=0,2,1;r2=0,1,2;r3=0,1,2;r4=2,3,0,1;r5=0,1,2,4,3;r6=0,1,2;r7=0,4,2,3,1;r8=0,1,2",9.417988088,4349.06,3,1.056228,match
sample_0083,sample,"r0=0,1,2;r1=1,2,0;r2=0,1,2;r3=0,1,2;r4=0,2,1,3;r5=2,3,0,4,1;r6=1,2,0;r7=0,3,1,4,2;r8=1,2,0",TIMEOUT,141063.59,0,N/A,TIMEOUT
sample_0084,sample,"r0=0,1,2;r1=0,2,1;r2=1,2,0;r3=1,2,0;r4=0,3,2,1;r5=0,2,3,4,1;r6=1,2,0;r7=2,3,1,0,4;r8=1,2,0",484.544102471,141614.35,3,54.341673,match
sample_0085,sample,"r0=1,2,0;r1=0,1,2;r2=0,1,2;r3=1,2,0;r4=0,1,3,2;r5=2,3,4,0,1;r6=0,1,2;r7=1,2,0,4,3;r8=1,2,0",508.266959959,141651.25,3,57.002194,match
sample_0086,sample,"r0=1,2,0;r1=0,2,1;r2=0,2,1;r3=0,1,2;r4=0,1,3,2;r5=2,3,4,0,1;r6=1,2,0;r7=2,3,4,0,1;r8=0,1,2",19.829167505,8717.26,3,2.223843,match
sample_0087,sample,"r0=0,1,2;r1=1,2,0;r2=0,2,1;r3=0,1,2;r4=1,3,2,0;r5=2,4,3,1,0;r6=0,1,2;r7=1,2,4,0,3;r8=1,2,0",TIMEOUT,142328.51,0,N/A,TIMEOUT
sample_0088,sample,"r0=0,2,1;r1=1,2,0;r2=0,2,1;r3=0,1,2;r4=1,3,0,2;r5=2,4,0,1,3;r6=0,2,1;r7=0,1,2,3,4;r8=0,2,1",131.842034327,37130.76,3,14.786098,match
sample_0089,sample,"r0=0,2,1;r1=0,1,2;r2=0,2,1;r3=1,2,0;r4=2,3,0,1;r5=3,4,2,0,1;r6=0,2,1;r7=2,4,1,3,0;r8=0,1,2",16.528483992,4422.40,3,1.853671,match
sample_0090,sample,"r0=0,2,1;r1=0,1,2;r2=1,2,0;r3=1,2,0;r4=1,3,2,0;r5=2,4,3,1,0;r6=1,2,0;r7=1,4,0,2,3;r8=0,2,1",11.310663215,5367.62,3,1.268492,match
sample_0091,sample,"r0=0,2,1;r1=1,2,0;r2=1,2,0;r3=1,2,0;r4=0,3,2,1;r5=3,4,2,1,0;r6=0,1,2;r7=0,1,4,3,2;r8=0,2,1",124.330023828,36846.10,3,13.943625,match
sample_0092,sample,"r0=0,2,1;r1=0,1,2;r2=0,2,1;r3=1,2,0;r4=0,3,2,1;r5=0,1,2,3,4;r6=0,2,1;r7=1,2,3,0,4;r8=0,1,2",15.360494771,4495.45,3,1.722681,match
sample_0093,sample,"r0=0,2,1;r1=0,1,2;r2=0,2,1;r3=1,2,0;r4=0,3,2,1;r5=1,2,0,3,4;r6=1,2,0;r7=2,4,1,0,3;r8=0,2,1",17.334324072,5751.41,3,1.944046,match
sample_0094,sample,"r0=1,2,0;r1=0,1,2;r2=1,2,0;r3=0,1,2;r4=0,1,3,2;r5=0,2,4,3,1;r6=1,2,0;r7=1,3,2,0,4;r8=0,2,1",17.407488194,8588.83,3,1.952252,match
sample_0095,sample,"r0=1,2,0;r1=0,1,2;r2=1,2,0;r3=1,2,0;r4=2,3,0,1;r5=2,4,1,0,3;r6=0,2,1;r7=1,3,4,0,2;r8=0,1,2",14.226755499,8550.55,3,1.595532,match
sample_0096,sample,"r0=0,1,2;r1=0,2,1;r2=0,1,2;r3=1,2,0;r4=2,3,1,0;r5=0,2,4,3,1;r6=0,2,1;r7=2,4,0,1,3;r8=1,2,0",495.434252963,140564.95,3,55.563004,match
sample_0097,sample,"r0=0,2,1;r1=0,2,1;r2=1,2,0;r3=1,2,0;r4=1,2,0,3;r5=2,4,1,3,0;r6=1,2,0;r7=1,2,3,4,0;r8=0,2,1",12.324117538,5301.21,3,1.382151,match
sample_0098,sample,"r0=1,2,0;r1=0,2,1;r2=0,2,1;r3=1,2,0;r4=0,3,1,2;r5=0,2,4,3,1;r6=0,1,2;r7=2,4,3,0,1;r8=0,1,2",19.782078819,8479.09,3,2.218562,match
sample_0099,sample,"r0=0,2,1;r1=0,1,2;r2=1,2,0;r3=0,1,2;r4=0,2,3,1;r5=0,2,4,1,3;r6=1,2,0;r7=1,4,0,2,3;r8=0,2,1",11.558051557,5711.57,3,1.296237,match
sample_0100,sample,"r0=1,2,0;r1=1,2,0;r2=1,2,0;r3=1,2,0;r4=0,1,3,2;r5=3,4,2,0,1;r6=0,1,2;r7=1,2,0,3,4;r8=0,1,2",125.808964355,41109.58,3,14.109489,match
